id,company_id,expense_type_id,expense_category_id,description,budgeted_amount,actual_amount,planned_date,period_month,period_year,is_recurring,status,transaction_id,created_at,updated_at
5f694353-b356-44ec-ba96-8fa8c9e650c2,aeb56588-5e15-4ce2-b24b-065ebf842c44,6f1e0729-ef2b-44e0-8771-8be63fae253e,4e62ff0a-c73c-48b7-bf0e-3cfb4373d405,Fijo,16000.0,16000.0,2025-01-15,1,2025,True,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
a84c61e3-18a8-4ea3-841a-3664703ce756,aeb56588-5e15-4ce2-b24b-065ebf842c44,eb1392f6-7337-4303-a057-a10f44787909,c7285c3a-4f19-4996-8708-b987e9c3d02c,Variable,86258.0,86258.0,2025-01-15,1,2025,False,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
b8adaf2c-430c-4637-9fa1-7223e85a9a24,aeb56588-5e15-4ce2-b24b-065ebf842c44,7d1e74f3-c45c-40a9-a69a-093dad13ce5b,284945d9-0346-4820-ae39-bb09d1eeadba,Fijo,12000.0,12000.0,2025-01-17,1,2025,True,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
04760733-7aea-4c0e-a541-96156ead6aa3,aeb56588-5e15-4ce2-b24b-065ebf842c44,7d1e74f3-c45c-40a9-a69a-093dad13ce5b,0f1162f0-3ca6-4334-a478-240f860a6116,Fijo,5000.0,5000.0,2025-01-18,1,2025,True,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
7e9a7c04-6112-4f0d-849e-9adfa795adc7,aeb56588-5e15-4ce2-b24b-065ebf842c44,47aa9436-054a-4c24-8ff7-7827f7110a9b,1cc83703-e8fd-4f08-af04-b397864587e2,Variable,220000.0,220000.0,2025-01-18,1,2025,False,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
90a879af-5968-4e05-af3a-0e3917213d71,aeb56588-5e15-4ce2-b24b-065ebf842c44,7d1e74f3-c45c-40a9-a69a-093dad13ce5b,cbbc698a-128a-4aba-85b6-c668a431880b,Fijo,130000.0,130000.0,2025-01-23,1,2025,True,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
bc9878c4-b416-474c-ae8a-07bc7f9d6a4d,aeb56588-5e15-4ce2-b24b-065ebf842c44,eb1392f6-7337-4303-a057-a10f44787909,32333fa0-2fe2-4db9-b21f-50a9d63db358,Variable,43500.0,43500.0,2025-01-25,1,2025,False,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
7f23d8a5-590f-437b-be36-d1b62db1e335,aeb56588-5e15-4ce2-b24b-065ebf842c44,7d1e74f3-c45c-40a9-a69a-093dad13ce5b,f05f4a8e-3407-4f2d-9138-b598cfd63577,Fijo,11272.0,11272.0,2025-01-26,1,2025,True,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
66402e90-69c3-48df-8369-20d8ab01b204,aeb56588-5e15-4ce2-b24b-065ebf842c44,7d1e74f3-c45c-40a9-a69a-093dad13ce5b,8312a7f3-aebb-4433-b70d-02a33766dc02,Variable,120000.0,120000.0,2025-01-27,1,2025,True,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
1d489c70-cfad-44ab-9635-fcda3862a7a8,aeb56588-5e15-4ce2-b24b-065ebf842c44,7d1e74f3-c45c-40a9-a69a-093dad13ce5b,418c064e-c617-4833-acbf-7796dde3b0ed,Variable,45000.0,45000.0,2025-01-27,1,2025,True,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
270203c9-fa3e-4b77-9b56-a815a48858e1,aeb56588-5e15-4ce2-b24b-065ebf842c44,7d1e74f3-c45c-40a9-a69a-093dad13ce5b,f9524d9d-c907-485e-8715-a9069bd3cdbd,Fijo,7300.0,7300.0,2025-01-31,1,2025,True,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
efc840fa-68c3-406b-ade9-8e6514835c6d,aeb56588-5e15-4ce2-b24b-065ebf842c44,7d1e74f3-c45c-40a9-a69a-093dad13ce5b,f0c1fde0-bedd-443e-b90a-c27cb9e45753,Fijo,9000.0,9000.0,2025-02-01,2,2025,True,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
0a586bc7-908f-4e2a-a592-2295a0610c54,aeb56588-5e15-4ce2-b24b-065ebf842c44,adc92130-eba1-4819-8700-e9b336317469,3420444f-587a-4779-ac94-729f0ef5db91,Fijo,132000.0,132000.0,2025-02-02,2,2025,True,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
f26cff53-383a-4ca9-8801-c9e521547eb5,aeb56588-5e15-4ce2-b24b-065ebf842c44,adc92130-eba1-4819-8700-e9b336317469,a1415217-c96a-4c6c-95f7-d5e23ef79b39,Fijo,200000.0,200000.0,2025-02-02,2,2025,True,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
908b0e71-ee0e-4ed9-8f26-e7e619b474f9,aeb56588-5e15-4ce2-b24b-065ebf842c44,adc92130-eba1-4819-8700-e9b336317469,5998a40f-2629-4149-9db5-5935e03c4c14,Fijo,200000.0,200000.0,2025-02-02,2,2025,True,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
e2b6b006-3c8d-4a4f-9cc0-1d07c81e1593,aeb56588-5e15-4ce2-b24b-065ebf842c44,adc92130-eba1-4819-8700-e9b336317469,c4ae75ad-9f8c-4759-b515-183daa42ac33,Fijo,100000.0,100000.0,2025-02-02,2,2025,True,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
e2aabb3f-0d8f-471d-ac28-90addcd95f84,aeb56588-5e15-4ce2-b24b-065ebf842c44,adc92130-eba1-4819-8700-e9b336317469,9aa02c1a-c478-4645-ad5c-0370b4453a28,Fijo,70000.0,70000.0,2025-02-02,2,2025,True,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
7cd89c3c-3383-47b5-9f14-89fd14ee853f,aeb56588-5e15-4ce2-b24b-065ebf842c44,6f1e0729-ef2b-44e0-8771-8be63fae253e,6ad71abe-b5a6-483a-b261-bf3b3c0d17ab,Fijo,20000.0,20000.0,2025-02-03,2,2025,True,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
33098aea-3d21-4801-8f7f-90c10b8700f7,aeb56588-5e15-4ce2-b24b-065ebf842c44,7d1e74f3-c45c-40a9-a69a-093dad13ce5b,c69f65b0-499c-4393-b26c-c72c9f85ac6c,Variable,60000.0,60000.0,2025-02-05,2,2025,True,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
1f7d1698-5fd0-4104-a4ca-5a398c5205a5,aeb56588-5e15-4ce2-b24b-065ebf842c44,72369dec-9ebc-451c-b6ae-1fa58a8498b8,bd3ebab2-b316-439e-af86-ed84e72ec054,Variable,56470.0,56470.0,2025-02-07,2,2025,False,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
03a24f76-b6a0-4366-bc27-bd4132e8dd6d,aeb56588-5e15-4ce2-b24b-065ebf842c44,adc92130-eba1-4819-8700-e9b336317469,3420444f-587a-4779-ac94-729f0ef5db91,Fijo,141900.0,141900.0,2025-02-09,2,2025,True,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
5716c183-b0f1-42e5-9679-3f3a1e4fadb8,aeb56588-5e15-4ce2-b24b-065ebf842c44,adc92130-eba1-4819-8700-e9b336317469,a1415217-c96a-4c6c-95f7-d5e23ef79b39,Fijo,200000.0,200000.0,2025-02-09,2,2025,True,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
b91cbd18-269e-4b75-8555-e7bde54d1a8a,aeb56588-5e15-4ce2-b24b-065ebf842c44,adc92130-eba1-4819-8700-e9b336317469,5998a40f-2629-4149-9db5-5935e03c4c14,Fijo,200000.0,200000.0,2025-02-09,2,2025,True,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
1bbe8cc5-b21b-41d2-9970-5cb482bbf282,aeb56588-5e15-4ce2-b24b-065ebf842c44,adc92130-eba1-4819-8700-e9b336317469,c4ae75ad-9f8c-4759-b515-183daa42ac33,Fijo,100000.0,100000.0,2025-02-09,2,2025,True,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
d3779731-1156-47c1-80a8-63d397511a30,aeb56588-5e15-4ce2-b24b-065ebf842c44,adc92130-eba1-4819-8700-e9b336317469,9aa02c1a-c478-4645-ad5c-0370b4453a28,Fijo,75000.0,75000.0,2025-02-09,2,2025,True,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
14132d66-fc0e-4e6d-915e-9d72f4e4c166,aeb56588-5e15-4ce2-b24b-065ebf842c44,6f1e0729-ef2b-44e0-8771-8be63fae253e,84b25780-9517-4d49-a8a3-3a7b7bd7bdd5,Fijo,278553.0,278553.0,2025-02-10,2,2025,True,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
3c3cee39-7202-41e3-acc1-375f25bef9b8,aeb56588-5e15-4ce2-b24b-065ebf842c44,72369dec-9ebc-451c-b6ae-1fa58a8498b8,4951d4f0-809f-4e97-b06c-f577c47b398f,Fijo,14680.0,14680.0,2025-02-10,2,2025,False,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
53328bb2-fc54-4c08-b881-ab7799d4fcc2,aeb56588-5e15-4ce2-b24b-065ebf842c44,6f1e0729-ef2b-44e0-8771-8be63fae253e,93c6ab6d-c09c-48bd-874e-3b208327d54a,Fijo,7300.0,7300.0,2025-02-10,2,2025,True,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
0c04a404-d983-4553-8ebc-028e7fd4216a,aeb56588-5e15-4ce2-b24b-065ebf842c44,eb1392f6-7337-4303-a057-a10f44787909,167f9f9f-05f5-4f26-94cb-acffa90a368c,Variable,226200.0,226200.0,2025-02-10,2,2025,False,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
a31da95d-47ff-425a-89f2-aca286b09d96,aeb56588-5e15-4ce2-b24b-065ebf842c44,7d1e74f3-c45c-40a9-a69a-093dad13ce5b,5f0ceb1a-ddb9-4bc2-8bd5-79c3fb535cc2,Fijo,132000.0,132000.0,2025-02-14,2,2025,True,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
610afa28-c9c9-4449-ae97-05a685890671,aeb56588-5e15-4ce2-b24b-065ebf842c44,6f1e0729-ef2b-44e0-8771-8be63fae253e,06a24417-dc19-4f87-a4b2-b1d7d87b6f16,Fijo,200000.0,200000.0,2025-02-15,2,2025,True,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
2a4725ab-3873-4d9a-9bdc-801b373c6961,aeb56588-5e15-4ce2-b24b-065ebf842c44,6f1e0729-ef2b-44e0-8771-8be63fae253e,4e62ff0a-c73c-48b7-bf0e-3cfb4373d405,Fijo,200000.0,200000.0,2025-02-15,2,2025,True,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
4c954dad-f8bd-45ea-88a6-a06be901e0e1,aeb56588-5e15-4ce2-b24b-065ebf842c44,eb1392f6-7337-4303-a057-a10f44787909,c7285c3a-4f19-4996-8708-b987e9c3d02c,Fijo,100000.0,100000.0,2025-02-15,2,2025,False,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
82d7f581-38a0-4872-b003-6a55f01827b9,aeb56588-5e15-4ce2-b24b-065ebf842c44,adc92130-eba1-4819-8700-e9b336317469,3420444f-587a-4779-ac94-729f0ef5db91,Fijo,132000.0,132000.0,2025-02-16,2,2025,True,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
373e1d62-6580-4ae6-9662-261393412b59,aeb56588-5e15-4ce2-b24b-065ebf842c44,adc92130-eba1-4819-8700-e9b336317469,a1415217-c96a-4c6c-95f7-d5e23ef79b39,Fijo,200000.0,200000.0,2025-02-16,2,2025,True,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
a279d314-e81d-4171-9651-e692c311938e,aeb56588-5e15-4ce2-b24b-065ebf842c44,adc92130-eba1-4819-8700-e9b336317469,5998a40f-2629-4149-9db5-5935e03c4c14,Fijo,200000.0,200000.0,2025-02-16,2,2025,True,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
9978e023-00e2-4c78-beb8-64d73a4ac1ef,aeb56588-5e15-4ce2-b24b-065ebf842c44,adc92130-eba1-4819-8700-e9b336317469,c4ae75ad-9f8c-4759-b515-183daa42ac33,Fijo,100000.0,100000.0,2025-02-16,2,2025,True,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
4683d1aa-3ed0-48fb-b4a8-76a0bf5e99f0,aeb56588-5e15-4ce2-b24b-065ebf842c44,adc92130-eba1-4819-8700-e9b336317469,9aa02c1a-c478-4645-ad5c-0370b4453a28,Fijo,70000.0,70000.0,2025-02-16,2,2025,True,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
7fcbdd0b-24c7-43d1-93dd-634c690b7800,aeb56588-5e15-4ce2-b24b-065ebf842c44,7d1e74f3-c45c-40a9-a69a-093dad13ce5b,284945d9-0346-4820-ae39-bb09d1eeadba,Fijo,10000.0,10000.0,2025-02-17,2,2025,True,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
a6f9132f-d1f4-4ba8-8fc7-c69ac82aa0d4,aeb56588-5e15-4ce2-b24b-065ebf842c44,7d1e74f3-c45c-40a9-a69a-093dad13ce5b,0f1162f0-3ca6-4334-a478-240f860a6116,Fijo,141900.0,141900.0,2025-02-18,2,2025,True,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
c29b69f7-9e44-4dfa-a000-aaefcc93746c,aeb56588-5e15-4ce2-b24b-065ebf842c44,47aa9436-054a-4c24-8ff7-7827f7110a9b,1cc83703-e8fd-4f08-af04-b397864587e2,Variable,211000.0,211000.0,2025-02-18,2,2025,False,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
3b60ef1b-3258-49aa-b5d2-79b4b006991d,aeb56588-5e15-4ce2-b24b-065ebf842c44,7d1e74f3-c45c-40a9-a69a-093dad13ce5b,cbbc698a-128a-4aba-85b6-c668a431880b,Fijo,75000.0,75000.0,2025-02-23,2,2025,True,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
4e73eca9-3723-43e9-ba39-cdd7d6ed45c5,aeb56588-5e15-4ce2-b24b-065ebf842c44,adc92130-eba1-4819-8700-e9b336317469,3420444f-587a-4779-ac94-729f0ef5db91,Fijo,145200.0,145200.0,2025-02-23,2,2025,True,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
fbe2fd79-6cf1-4eea-957a-b221eb25f08f,aeb56588-5e15-4ce2-b24b-065ebf842c44,adc92130-eba1-4819-8700-e9b336317469,a1415217-c96a-4c6c-95f7-d5e23ef79b39,Fijo,200000.0,200000.0,2025-02-23,2,2025,True,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
b70a1454-224c-4320-926c-ffec88226cdd,aeb56588-5e15-4ce2-b24b-065ebf842c44,adc92130-eba1-4819-8700-e9b336317469,5998a40f-2629-4149-9db5-5935e03c4c14,Fijo,200000.0,200000.0,2025-02-23,2,2025,True,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
a7ce9134-294d-4d11-adb7-be3bd06b3696,aeb56588-5e15-4ce2-b24b-065ebf842c44,adc92130-eba1-4819-8700-e9b336317469,c4ae75ad-9f8c-4759-b515-183daa42ac33,Fijo,100000.0,100000.0,2025-02-23,2,2025,True,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
53b10778-5558-482e-8f9d-7fbce342d593,aeb56588-5e15-4ce2-b24b-065ebf842c44,adc92130-eba1-4819-8700-e9b336317469,9aa02c1a-c478-4645-ad5c-0370b4453a28,Fijo,70000.0,70000.0,2025-02-23,2,2025,True,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
c0630599-91ed-48a5-b772-1c23aae42fcc,aeb56588-5e15-4ce2-b24b-065ebf842c44,eb1392f6-7337-4303-a057-a10f44787909,32333fa0-2fe2-4db9-b21f-50a9d63db358,Fijo,3850.0,3850.0,2025-02-25,2,2025,False,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
3da3b5b7-00f9-4088-ac2b-feac21cc8038,aeb56588-5e15-4ce2-b24b-065ebf842c44,7d1e74f3-c45c-40a9-a69a-093dad13ce5b,f05f4a8e-3407-4f2d-9138-b598cfd63577,Fijo,132000.0,132000.0,2025-02-26,2,2025,True,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
9dfd8abc-91f3-4fb1-b2c1-0ce5d7e83375,aeb56588-5e15-4ce2-b24b-065ebf842c44,7d1e74f3-c45c-40a9-a69a-093dad13ce5b,8312a7f3-aebb-4433-b70d-02a33766dc02,Variable,200000.0,200000.0,2025-02-27,2,2025,True,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
c5b61d50-66a1-4fc9-87db-77644353d7f9,aeb56588-5e15-4ce2-b24b-065ebf842c44,7d1e74f3-c45c-40a9-a69a-093dad13ce5b,418c064e-c617-4833-acbf-7796dde3b0ed,Variable,200000.0,200000.0,2025-02-27,2,2025,True,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
c1b25dfb-1427-4b59-86a4-ef9e8eaa5fda,aeb56588-5e15-4ce2-b24b-065ebf842c44,7d1e74f3-c45c-40a9-a69a-093dad13ce5b,f9524d9d-c907-485e-8715-a9069bd3cdbd,Fijo,100000.0,100000.0,2025-02-28,2,2025,True,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
5e21fdd2-ea7c-46a3-8f56-69f99ca2924c,aeb56588-5e15-4ce2-b24b-065ebf842c44,7d1e74f3-c45c-40a9-a69a-093dad13ce5b,f0c1fde0-bedd-443e-b90a-c27cb9e45753,Fijo,132000.0,132000.0,2025-03-01,3,2025,True,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
d7c253fb-3657-4311-99d5-05886fb8e4b5,aeb56588-5e15-4ce2-b24b-065ebf842c44,adc92130-eba1-4819-8700-e9b336317469,3420444f-587a-4779-ac94-729f0ef5db91,Fijo,184000.0,184000.0,2025-03-02,3,2025,True,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
9670df6f-0f1a-4fa0-a61f-40c1c35e5110,aeb56588-5e15-4ce2-b24b-065ebf842c44,adc92130-eba1-4819-8700-e9b336317469,a1415217-c96a-4c6c-95f7-d5e23ef79b39,Fijo,200000.0,200000.0,2025-03-02,3,2025,True,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
ab14ff58-8f8c-434b-bb7f-e20c5a76588f,aeb56588-5e15-4ce2-b24b-065ebf842c44,adc92130-eba1-4819-8700-e9b336317469,5998a40f-2629-4149-9db5-5935e03c4c14,Fijo,200000.0,200000.0,2025-03-02,3,2025,True,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
f718b76e-04ef-4b83-a0fd-63f1c043fb00,aeb56588-5e15-4ce2-b24b-065ebf842c44,adc92130-eba1-4819-8700-e9b336317469,c4ae75ad-9f8c-4759-b515-183daa42ac33,Fijo,100000.0,100000.0,2025-03-02,3,2025,True,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
0524fa7d-6814-4735-84dc-b67b89a03c48,aeb56588-5e15-4ce2-b24b-065ebf842c44,adc92130-eba1-4819-8700-e9b336317469,9aa02c1a-c478-4645-ad5c-0370b4453a28,Fijo,70000.0,70000.0,2025-03-02,3,2025,True,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
ce8cb231-c6f1-479b-ab7f-7821c881cbfd,aeb56588-5e15-4ce2-b24b-065ebf842c44,6f1e0729-ef2b-44e0-8771-8be63fae253e,6ad71abe-b5a6-483a-b261-bf3b3c0d17ab,Fijo,211000.0,211000.0,2025-03-03,3,2025,True,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
afcca317-834b-402d-b60a-b43ba5fee2ed,aeb56588-5e15-4ce2-b24b-065ebf842c44,7d1e74f3-c45c-40a9-a69a-093dad13ce5b,c69f65b0-499c-4393-b26c-c72c9f85ac6c,Variable,35000.0,35000.0,2025-03-05,3,2025,True,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
646f3120-153c-41b4-b49c-c3586063be0d,aeb56588-5e15-4ce2-b24b-065ebf842c44,72369dec-9ebc-451c-b6ae-1fa58a8498b8,bd3ebab2-b316-439e-af86-ed84e72ec054,Variable,75000.0,75000.0,2025-03-07,3,2025,False,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
ae09ad96-059f-4094-9e28-1f637b6bd093,aeb56588-5e15-4ce2-b24b-065ebf842c44,adc92130-eba1-4819-8700-e9b336317469,3420444f-587a-4779-ac94-729f0ef5db91,Fijo,172000.0,172000.0,2025-03-09,3,2025,True,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
672a8b8b-ca57-48cb-905d-3964ae2b3ffd,aeb56588-5e15-4ce2-b24b-065ebf842c44,adc92130-eba1-4819-8700-e9b336317469,a1415217-c96a-4c6c-95f7-d5e23ef79b39,Fijo,250000.0,250000.0,2025-03-09,3,2025,True,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
b41205bb-c674-4b37-ba13-8746e91e60db,aeb56588-5e15-4ce2-b24b-065ebf842c44,adc92130-eba1-4819-8700-e9b336317469,5998a40f-2629-4149-9db5-5935e03c4c14,Fijo,250000.0,250000.0,2025-03-09,3,2025,True,PAID,,2026-03-08 20:09:08.910570,2026-03-08 20:09:08.910570
d1093c6e-bf52-4f25-a8db-9183bc6612fe,aeb56588-5e15-4ce2-b24b-065ebf842c44,adc92130-eba1-4819-8700-e9b336317469,c4ae75ad-9f8c-4759-b515-183daa42ac33,Fijo,120000.0,120000.0,2025-03-09,3,2025,True,PAID,,2026-03-08 20:09:35.667895,2026-03-08 20:09:35.667895
285b9e9d-2314-4664-83c4-b9737d4545a9,aeb56588-5e15-4ce2-b24b-065ebf842c44,adc92130-eba1-4819-8700-e9b336317469,9aa02c1a-c478-4645-ad5c-0370b4453a28,Fijo,84000.0,84000.0,2025-03-09,3,2025,True,PAID,,2026-03-08 20:09:35.667895,2026-03-08 20:09:35.667895
89578514-a7cd-4322-937b-b248cb5cb3b1,aeb56588-5e15-4ce2-b24b-065ebf842c44,6f1e0729-ef2b-44e0-8771-8be63fae253e,84b25780-9517-4d49-a8a3-3a7b7bd7bdd5,Fijo,3850.0,3850.0,2025-03-10,3,2025,True,PAID,,2026-03-08 20:09:35.667895,2026-03-08 20:09:35.667895
f88fe7e1-54bc-4d2f-84f7-52553c848b1e,aeb56588-5e15-4ce2-b24b-065ebf842c44,72369dec-9ebc-451c-b6ae-1fa58a8498b8,4951d4f0-809f-4e97-b06c-f577c47b398f,Fijo,132000.0,132000.0,2025-03-10,3,2025,False,PAID,,2026-03-08 20:09:35.667895,2026-03-08 20:09:35.667895
b88bea7e-de39-48f1-a8c5-2dd30aaa7c13,aeb56588-5e15-4ce2-b24b-065ebf842c44,6f1e0729-ef2b-44e0-8771-8be63fae253e,93c6ab6d-c09c-48bd-874e-3b208327d54a,Fijo,200000.0,200000.0,2025-03-10,3,2025,True,PAID,,2026-03-08 20:09:35.667895,2026-03-08 20:09:35.667895
f9532603-7f5a-4f6a-a767-3329baed0021,aeb56588-5e15-4ce2-b24b-065ebf842c44,eb1392f6-7337-4303-a057-a10f44787909,167f9f9f-05f5-4f26-94cb-acffa90a368c,Fijo,200000.0,200000.0,2025-03-10,3,2025,False,PAID,,2026-03-08 20:09:35.667895,2026-03-08 20:09:35.667895
